gedung_asal,gedung_tujuan
G0021,G0159
G0021,G0186
G0021,G0296
G0021,G0334
G0021,G0338
G0021,G0449
G0021,G0456
G0022,G0036
G0022,G0040
G0022,G0085
G0022,G0178
G0022,G0187
G0022,G0231
G0022,G0380
G0022,G0444
G0023,G0024
G0023,G0045
G0023,G0046
G0023,G0211
G0023,G0225
G0023,G0363
G0023,G0373
G0023,G0416
G0024,G0063
G0024,G0072
G0024,G0113
G0024,G0134
G0024,G0141
G0025,G0043
G0025,G0054
G0025,G0065
G0026,G0031
G0026,G0094
G0026,G0238
G0026,G0286
G0026,G0318
G0026,G0346
G0026,G0403
G0026,G0499
G0027,G0065
G0027,G0080
G0027,G0105
G0027,G0130
G0027,G0307
G0027,G0329
G0027,G0411
G0027,G0453
G0027,G0488
G0027,G0496
G0028,G0032
G0028,G0035
G0028,G0078
G0028,G0097
G0028,G0105
G0028,G0109
G0028,G0162
G0028,G0266
G0028,G0499
G0029,G0095
G0029,G0136
G0029,G0151
G0029,G0152
G0029,G0179
G0029,G0181
G0030,G0051
G0030,G0068
G0030,G0071
G0030,G0099
G0030,G0148
G0030,G0189
G0030,G0312
G0030,G0317
G0030,G0324
G0031,G0037
G0031,G0216
G0031,G0285
G0031,G0297
G0031,G0318
G0032,G0087
G0032,G0118
G0032,G0204
G0032,G0213
G0032,G0246
G0032,G0268
G0032,G0315
G0032,G0491
G0033,G0191
G0033,G0192
G0033,G0213
G0033,G0326
G0033,G0382
G0034,G0076
G0034,G0116
G0034,G0122
G0034,G0169
G0034,G0246
G0034,G0421
G0035,G0047
G0035,G0052
G0035,G0081
G0035,G0091
G0035,G0103
G0035,G0241
G0035,G0330
G0036,G0056
G0036,G0073
G0036,G0074
G0036,G0131
G0036,G0142
G0036,G0221
G0036,G0260
G0036,G0317
G0036,G0328
G0036,G0333
G0036,G0373
G0036,G0425
G0036,G0443
G0037,G0064
G0037,G0182
G0037,G0233
G0038,G0069
G0038,G0227
G0038,G0228
G0038,G0260
G0038,G0296
G0038,G0360
G0038,G0366
G0038,G0394
G0039,G0047
G0039,G0073
G0039,G0081
G0039,G0091
G0039,G0241
G0039,G0282
G0039,G0304
G0039,G0432
G0040,G0060
G0040,G0137
G0040,G0152
G0040,G0169
G0040,G0262
G0040,G0331
G0040,G0366
G0040,G0442
G0041,G0059
G0041,G0090
G0041,G0101
G0041,G0108
G0041,G0138
G0041,G0155
G0041,G0203
G0042,G0097
G0042,G0140
G0042,G0171
G0042,G0277
G0042,G0307
G0042,G0326
G0042,G0339
G0042,G0340
G0042,G0428
G0042,G0437
G0042,G0461
G0043,G0196
G0043,G0330
G0043,G0391
G0044,G0098
G0044,G0146
G0044,G0156
G0044,G0306
G0044,G0366
G0044,G0426
G0044,G0481
G0045,G0479
G0046,G0079
G0046,G0160
G0046,G0186
G0046,G0233
G0047,G0050
G0047,G0068
G0047,G0076
G0047,G0118
G0047,G0188
G0047,G0241
G0047,G0315
G0047,G0340
G0047,G0383
G0047,G0485
G0048,G0078
G0048,G0172
G0048,G0209
G0048,G0222
G0048,G0289
G0048,G0331
G0048,G0412
G0049,G0073
G0049,G0090
G0049,G0161
G0049,G0259
G0049,G0286
G0050,G0060
G0050,G0260
G0050,G0382
G0050,G0463
G0051,G0112
G0051,G0168
G0051,G0186
G0051,G0223
G0051,G0267
G0051,G0285
G0051,G0336
G0051,G0379
G0051,G0407
G0052,G0102
G0052,G0128
G0052,G0206
G0052,G0228
G0052,G0260
G0052,G0270
G0052,G0365
G0052,G0427
G0052,G0448
G0053,G0075
G0053,G0231
G0053,G0252
G0053,G0357
G0053,G0455
G0053,G0479
G0054,G0058
G0054,G0296
G0054,G0344
G0054,G0390
G0055,G0122
G0055,G0125
G0055,G0201
G0055,G0244
G0055,G0251
G0055,G0394
G0055,G0454
G0056,G0062
G0056,G0232
G0056,G0252
G0056,G0271
G0056,G0297
G0056,G0306
G0056,G0346
G0056,G0434
G0056,G0491
G0057,G0061
G0057,G0090
G0057,G0130
G0057,G0146
G0057,G0226
G0058,G0218
G0058,G0431
G0059,G0075
G0059,G0114
G0059,G0149
G0059,G0218
G0059,G0224
G0059,G0232
G0059,G0245
G0059,G0263
G0059,G0270
G0059,G0325
G0059,G0343
G0059,G0360
G0059,G0391
G0059,G0399
G0059,G0412
G0059,G0468
G0060,G0089
G0060,G0166
G0060,G0198
G0060,G0210
G0060,G0393
G0061,G0128
G0061,G0240
G0061,G0332
G0062,G0182
G0062,G0184
G0062,G0333
G0062,G0370
G0062,G0381
G0062,G0408
G0063,G0234
G0063,G0249
G0063,G0253
G0063,G0344
G0063,G0496
G0064,G0111
G0064,G0146
G0064,G0217
G0064,G0240
G0064,G0275
G0064,G0369
G0065,G0141
G0065,G0145
G0065,G0243
G0065,G0258
G0065,G0274
G0065,G0327
G0065,G0403
G0066,G0284
G0066,G0319
G0066,G0417
G0066,G0443
G0067,G0195
G0067,G0201
G0067,G0277
G0067,G0416
G0067,G0420
G0068,G0103
G0068,G0158
G0068,G0197
G0068,G0306
G0068,G0354
G0068,G0371
G0068,G0475
G0069,G0086
G0069,G0121
G0069,G0150
G0069,G0391
G0069,G0411
G0070,G0220
G0070,G0276
G0070,G0443
G0071,G0078
G0071,G0080
G0071,G0310
G0071,G0322
G0071,G0393
G0072,G0094
G0072,G0120
G0072,G0241
G0072,G0276
G0073,G0106
G0073,G0424
G0073,G0470
G0074,G0210
G0074,G0290
G0074,G0299
G0075,G0124
G0075,G0127
G0075,G0197
G0075,G0221
G0075,G0440
G0076,G0102
G0076,G0121
G0076,G0153
G0076,G0263
G0076,G0336
G0076,G0404
G0076,G0441
G0077,G0164
G0077,G0229
G0077,G0332
G0077,G0416
G0077,G0434
G0077,G0448
G0078,G0083
G0078,G0226
G0078,G0254
G0078,G0257
G0079,G0123
G0079,G0181
G0079,G0193
G0079,G0223
G0079,G0352
G0079,G0356
G0079,G0390
G0079,G0427
G0080,G0081
G0080,G0208
G0080,G0308
G0080,G0337
G0080,G0373
G0080,G0397
G0080,G0464
G0080,G0497
G0081,G0123
G0081,G0190
G0081,G0280
G0081,G0323
G0081,G0377
G0082,G0084
G0082,G0092
G0082,G0187
G0082,G0364
G0082,G0460
G0082,G0488
G0083,G0113
G0083,G0140
G0083,G0176
G0083,G0419
G0083,G0423
G0083,G0440
G0084,G0093
G0084,G0110
G0084,G0420
G0084,G0467
G0085,G0132
G0085,G0237
G0085,G0298
G0085,G0370
G0085,G0406
G0085,G0431
G0086,G0291
G0086,G0311
G0086,G0356
G0087,G0220
G0087,G0338
G0087,G0399
G0088,G0093
G0088,G0096
G0088,G0151
G0088,G0411
G0089,G0093
G0089,G0283
G0089,G0309
G0090,G0136
G0090,G0213
G0090,G0221
G0090,G0241
G0090,G0316
G0091,G0113
G0091,G0376
G0091,G0470
G0092,G0107
G0092,G0134
G0092,G0155
G0092,G0474
G0093,G0129
G0093,G0143
G0093,G0159
G0093,G0180
G0093,G0446
G0094,G0167
G0094,G0278
G0095,G0099
G0095,G0495
G0096,G0119
G0096,G0123
G0096,G0170
G0096,G0212
G0096,G0327
G0097,G0165
G0097,G0358
G0098,G0131
G0098,G0142
G0098,G0258
G0098,G0274
G0098,G0309
G0098,G0318
G0098,G0472
G0099,G0116
G0099,G0141
G0099,G0162
G0099,G0205
G0099,G0216
G0099,G0273
G0100,G0152
G0100,G0295
G0100,G0428
G0100,G0464
G0101,G0187
G0102,G0132
G0102,G0197
G0102,G0367
G0102,G0479
G0103,G0209
G0103,G0411
G0103,G0430
G0103,G0498
G0105,G0155
G0105,G0348
G0105,G0404
G0106,G0290
G0106,G0427
G0107,G0301
G0107,G0321
G0108,G0221
G0108,G0401
G0108,G0451
G0109,G0136
G0109,G0139
G0109,G0168
G0109,G0200
G0109,G0250
G0109,G0260
G0109,G0329
G0109,G0485
G0110,G0262
G0110,G0295
G0110,G0362
G0110,G0368
G0110,G0487
G0111,G0221
G0111,G0272
G0111,G0379
G0111,G0387
G0111,G0417
G0112,G0154
G0112,G0228
G0112,G0239
G0112,G0311
G0113,G0140
G0113,G0213
G0113,G0250
G0113,G0326
G0114,G0151
G0114,G0171
G0114,G0258
G0114,G0332
G0114,G0467
G0114,G0497
G0115,G0117
G0115,G0126
G0115,G0180
G0115,G0247
G0116,G0215
G0116,G0279
G0116,G0317
G0116,G0413
G0116,G0414
G0116,G0431
G0116,G0441
G0117,G0148
G0117,G0156
G0117,G0185
G0117,G0212
G0118,G0257
G0118,G0311
G0119,G0129
G0119,G0148
G0119,G0197
G0119,G0237
G0120,G0143
G0120,G0197
G0120,G0230
G0120,G0242
G0120,G0352
G0120,G0446
G0121,G0147
G0121,G0324
G0121,G0331
G0121,G0385
G0121,G0438
G0121,G0455
G0122,G0194
G0122,G0252
G0122,G0255
G0122,G0290
G0122,G0302
G0122,G0465
G0122,G0497
G0123,G0274
G0123,G0293
G0123,G0321
G0123,G0351
G0123,G0410
G0124,G0350
G0124,G0354
G0124,G0369
G0125,G0157
G0125,G0171
G0125,G0188
G0125,G0205
G0125,G0231
G0125,G0242
G0125,G0243
G0125,G0322
G0126,G0177
G0126,G0244
G0126,G0272
G0126,G0374
G0126,G0426
G0127,G0133
G0127,G0335
G0127,G0363
G0127,G0431
G0127,G0487
G0128,G0272
G0128,G0281
G0128,G0286
G0128,G0453
G0128,G0486
G0129,G0159
G0129,G0234
G0129,G0348
G0129,G0409
G0129,G0410
G0129,G0447
G0130,G0146
G0130,G0161
G0130,G0162
G0130,G0166
G0130,G0216
G0131,G0132
G0131,G0236
G0131,G0327
G0131,G0341
G0131,G0392
G0132,G0239
G0132,G0359
G0133,G0175
G0133,G0214
G0133,G0385
G0134,G0195
G0134,G0347
G0135,G0345
G0135,G0422
G0136,G0144
G0136,G0173
G0136,G0174
G0136,G0198
G0136,G0302
G0136,G0352
G0136,G0370
G0136,G0392
G0136,G0407
G0136,G0474
G0137,G0190
G0137,G0282
G0137,G0356
G0137,G0421
G0137,G0466
G0137,G0487
G0138,G0149
G0138,G0304
G0138,G0421
G0139,G0157
G0139,G0172
G0139,G0202
G0139,G0245
G0139,G0334
G0140,G0172
G0140,G0213
G0140,G0360
G0140,G0398
G0140,G0426
G0140,G0483
G0141,G0195
G0141,G0203
G0141,G0226
G0141,G0303
G0142,G0146
G0142,G0223
G0142,G0248
G0142,G0327
G0142,G0415
G0142,G0451
G0143,G0169
G0143,G0180
G0143,G0279
G0143,G0294
G0143,G0386
G0143,G0452
G0144,G0451
G0145,G0199
G0145,G0306
G0145,G0362
G0145,G0394
G0145,G0399
G0146,G0185
G0146,G0294
G0146,G0376
G0146,G0386
G0147,G0156
G0147,G0250
G0147,G0304
G0147,G0426
G0147,G0463
G0148,G0225
G0148,G0251
G0148,G0308
G0148,G0340
G0148,G0347
G0149,G0168
G0150,G0284
G0150,G0367
G0151,G0222
G0151,G0225
G0151,G0272
G0152,G0310
G0152,G0357
G0152,G0359
G0152,G0383
G0152,G0466
G0153,G0181
G0153,G0372
G0153,G0441
G0154,G0175
G0154,G0301
G0154,G0357
G0154,G0388
G0154,G0461
G0154,G0463
G0155,G0267
G0155,G0292
G0155,G0333
G0155,G0381
G0155,G0396
G0155,G0433
G0156,G0167
G0156,G0199
G0156,G0253
G0156,G0353
G0156,G0408
G0157,G0292
G0157,G0421
G0158,G0305
G0158,G0342
G0158,G0445
G0159,G0180
G0159,G0237
G0159,G0260
G0159,G0287
G0159,G0345
G0159,G0391
G0159,G0446
G0159,G0495
G0160,G0181
G0160,G0283
G0160,G0295
G0160,G0370
G0160,G0494
G0161,G0163
G0161,G0219
G0161,G0224
G0161,G0295
G0161,G0316
G0161,G0320
G0161,G0350
G0162,G0230
G0162,G0322
G0162,G0346
G0162,G0359
G0163,G0305
G0163,G0382
G0163,G0489
G0164,G0165
G0164,G0458
G0165,G0171
G0165,G0239
G0165,G0312
G0165,G0446
G0166,G0310
G0166,G0320
G0166,G0437
G0167,G0211
G0167,G0365
G0167,G0398
G0167,G0408
G0167,G0495
G0168,G0207
G0168,G0233
G0168,G0288
G0168,G0383
G0169,G0193
G0169,G0211
G0169,G0288
G0169,G0397
G0169,G0406
G0169,G0437
G0170,G0181
G0170,G0209
G0170,G0446
G0170,G0472
G0170,G0481
G0171,G0177
G0171,G0418
G0171,G0477
G0172,G0210
G0172,G0242
G0172,G0332
G0173,G0343
G0173,G0390
G0173,G0449
G0174,G0270
G0174,G0348
G0174,G0382
G0174,G0424
G0174,G0446
G0174,G0472
G0175,G0226
G0175,G0233
G0175,G0332
G0175,G0479
G0175,G0486
G0176,G0403
G0176,G0429
G0177,G0205
G0177,G0218
G0177,G0221
G0177,G0223
G0177,G0484
G0179,G0210
G0179,G0372
G0179,G0398
G0179,G0453
G0180,G0236
G0180,G0373
G0180,G0433
G0181,G0411
G0182,G0211
G0182,G0229
G0182,G0262
G0182,G0409
G0182,G0456
G0183,G0207
G0184,G0192
G0184,G0295
G0184,G0331
G0184,G0450
G0186,G0247
G0186,G0261
G0186,G0266
G0186,G0326
G0186,G0399
G0187,G0204
G0187,G0211
G0187,G0375
G0187,G0446
G0188,G0272
G0189,G0233
G0189,G0243
G0189,G0285
G0189,G0348
G0189,G0352
G0189,G0393
G0190,G0339
G0190,G0344
G0190,G0354
G0190,G0375
G0190,G0438
G0191,G0284
G0191,G0379
G0191,G0470
G0191,G0482
G0192,G0489
G0193,G0215
G0193,G0330
G0193,G0491
G0194,G0203
G0194,G0279
G0195,G0231
G0195,G0245
G0195,G0274
G0195,G0299
G0195,G0343
G0195,G0347
G0195,G0451
G0196,G0198
G0196,G0293
G0196,G0300
G0196,G0306
G0196,G0318
G0196,G0399
G0196,G0492
G0197,G0237
G0197,G0254
G0198,G0348
G0199,G0233
G0200,G0216
G0200,G0301
G0200,G0386
G0201,G0254
G0202,G0465
G0203,G0307
G0203,G0353
G0203,G0405
G0204,G0333
G0204,G0346
G0204,G0442
G0204,G0483
G0205,G0233
G0205,G0348
G0206,G0252
G0206,G0269
G0206,G0296
G0206,G0337
G0206,G0434
G0206,G0484
G0207,G0256
G0207,G0269
G0207,G0332
G0207,G0359
G0207,G0443
G0208,G0281
G0208,G0355
G0208,G0364
G0208,G0371
G0209,G0251
G0209,G0257
G0209,G0292
G0209,G0316
G0209,G0461
G0210,G0342
G0210,G0397
G0211,G0264
G0211,G0290
G0211,G0480
G0212,G0237
G0212,G0472
G0213,G0234
G0213,G0374
G0213,G0438
G0213,G0454
G0214,G0311
G0214,G0328
G0215,G0276
G0215,G0277
G0215,G0341
G0215,G0495
G0216,G0380
G0216,G0422
G0217,G0263
G0217,G0277
G0217,G0305
G0217,G0344
G0217,G0414
G0217,G0445
G0218,G0249
G0218,G0354
G0218,G0399
G0219,G0259
G0219,G0352
G0219,G0428
G0220,G0273
G0220,G0294
G0220,G0302
G0220,G0433
G0221,G0236
G0221,G0261
G0221,G0310
G0221,G0442
G0222,G0377
G0222,G0492
G0224,G0239
G0224,G0249
G0224,G0300
G0224,G0302
G0224,G0426
G0224,G0433
G0225,G0253
G0225,G0269
G0225,G0378
G0226,G0237
G0226,G0249
G0226,G0404
G0226,G0433
G0227,G0283
G0227,G0311
G0227,G0324
G0227,G0339
G0227,G0346
G0227,G0390
G0227,G0425
G0227,G0457
G0227,G0466
G0227,G0470
G0228,G0313
G0228,G0487
G0229,G0281
G0230,G0244
G0230,G0275
G0230,G0297
G0230,G0406
G0231,G0244
G0231,G0353
G0231,G0419
G0231,G0464
G0232,G0234
G0232,G0455
G0233,G0259
G0233,G0303
G0233,G0360
G0233,G0422
G0234,G0283
G0234,G0467
G0234,G0478
G0235,G0330
G0235,G0358
G0235,G0362
G0236,G0363
G0236,G0426
G0236,G0472
G0237,G0280
G0237,G0444
G0237,G0485
G0238,G0342
G0238,G0385
G0238,G0387
G0238,G0422
G0239,G0278
G0239,G0462
G0240,G0248
G0240,G0265
G0240,G0471
G0240,G0494
G0241,G0246
G0241,G0305
G0241,G0463
G0241,G0496
G0243,G0362
G0243,G0407
G0243,G0473
G0244,G0310
G0244,G0331
G0245,G0320
G0247,G0294
G0247,G0448
G0247,G0484
G0248,G0276
G0248,G0397
G0248,G0428
G0248,G0437
G0249,G0267
G0249,G0293
G0249,G0393
G0250,G0270
G0250,G0307
G0250,G0447
G0251,G0409
G0251,G0427
G0251,G0444
G0252,G0365
G0252,G0497
G0253,G0322
G0254,G0356
G0254,G0436
G0255,G0382
G0255,G0383
G0255,G0468
G0256,G0321
G0256,G0478
G0257,G0277
G0257,G0468
G0258,G0271
G0258,G0321
G0259,G0331
G0259,G0408
G0260,G0305
G0260,G0369
G0260,G0404
G0261,G0307
G0261,G0325
G0261,G0329
G0261,G0362
G0262,G0272
G0262,G0311
G0263,G0304
G0264,G0340
G0264,G0423
G0265,G0436
G0265,G0486
G0266,G0334
G0266,G0357
G0267,G0474
G0268,G0313
G0268,G0345
G0268,G0398
G0268,G0495
G0269,G0390
G0270,G0453
G0270,G0468
G0271,G0384
G0272,G0284
G0272,G0287
G0272,G0322
G0273,G0361
G0275,G0432
G0275,G0487
G0276,G0367
G0276,G0413
G0276,G0471
G0277,G0287
G0277,G0384
G0277,G0395
G0277,G0403
G0278,G0314
G0278,G0446
G0279,G0379
G0279,G0462
G0280,G0410
G0280,G0435
G0281,G0300
G0282,G0284
G0282,G0382
G0283,G0391
G0283,G0394
G0283,G0426
G0283,G0440
G0284,G0298
G0284,G0387
G0284,G0392
G0284,G0396
G0285,G0306
G0285,G0389
G0286,G0392
G0286,G0412
G0287,G0427
G0287,G0458
G0288,G0429
G0288,G0499
G0289,G0304
G0289,G0364
G0289,G0390
G0289,G0486
G0290,G0344
G0290,G0401
G0290,G0452
G0291,G0483
G0292,G0313
G0292,G0334
G0292,G0472
G0293,G0334
G0293,G0485
G0295,G0301
G0295,G0392
G0296,G0461
G0297,G0313
G0297,G0336
G0297,G0338
G0297,G0403
G0298,G0340
G0298,G0493
G0299,G0340
G0299,G0343
G0299,G0439
G0300,G0319
G0300,G0485
G0301,G0381
G0301,G0429
G0301,G0490
G0302,G0321
G0302,G0371
G0303,G0495
G0304,G0348
G0305,G0329
G0305,G0337
G0305,G0363
G0306,G0328
G0306,G0360
G0306,G0405
G0306,G0462
G0308,G0413
G0309,G0460
G0309,G0465
G0310,G0400
G0311,G0336
G0311,G0467
G0311,G0494
G0312,G0323
G0312,G0476
G0313,G0436
G0313,G0446
G0313,G0469
G0313,G0492
G0314,G0382
G0314,G0418
G0315,G0319
G0315,G0485
G0316,G0414
G0317,G0387
G0317,G0393
G0317,G0486
G0318,G0325
G0318,G0339
G0318,G0462
G0319,G0363
G0319,G0388
G0320,G0325
G0320,G0355
G0320,G0395
G0321,G0368
G0322,G0331
G0323,G0352
G0323,G0454
G0324,G0405
G0325,G0380
G0325,G0390
G0325,G0406
G0325,G0413
G0326,G0330
G0326,G0417
G0327,G0421
G0327,G0422
G0328,G0493
G0330,G0346
G0331,G0356
G0331,G0418
G0334,G0421
G0334,G0450
G0335,G0383
G0336,G0389
G0336,G0437
G0336,G0446
G0336,G0496
G0337,G0342
G0337,G0425
G0337,G0494
G0338,G0393
G0338,G0425
G0338,G0444
G0339,G0412
G0339,G0444
G0340,G0358
G0340,G0389
G0340,G0406
G0340,G0435
G0341,G0448
G0341,G0482
G0341,G0486
G0342,G0386
G0342,G0454
G0343,G0349
G0343,G0413
G0343,G0482
G0344,G0355
G0344,G0360
G0344,G0378
G0345,G0384
G0345,G0392
G0346,G0440
G0346,G0493
G0347,G0369
G0347,G0371
G0347,G0465
G0348,G0409
G0349,G0430
G0349,G0474
G0350,G0406
G0350,G0452
G0351,G0379
G0351,G0436
G0351,G0472
G0352,G0369
G0352,G0405
G0352,G0443
G0354,G0391
G0354,G0426
G0354,G0433
G0354,G0471
G0355,G0426
G0357,G0368
G0357,G0485
G0358,G0451
G0358,G0484
G0359,G0466
G0360,G0441
G0360,G0490
G0361,G0380
G0361,G0447
G0362,G0427
G0365,G0434
G0365,G0466
G0368,G0383
G0368,G0402
G0369,G0457
G0370,G0387
G0370,G0444
G0370,G0469
G0371,G0437
G0374,G0403
G0375,G0423
G0377,G0383
G0377,G0408
G0377,G0484
G0378,G0475
G0379,G0428
G0379,G0459
G0380,G0424
G0380,G0482
G0381,G0395
G0381,G0442
G0381,G0487
G0382,G0399
G0383,G0451
G0384,G0402
G0384,G0423
G0384,G0463
G0385,G0458
G0385,G0482
G0386,G0445
G0387,G0487
G0387,G0495
G0388,G0391
G0389,G0455
G0390,G0417
G0391,G0486
G0393,G0399
G0393,G0420
G0395,G0419
G0395,G0441
G0395,G0464
G0396,G0405
G0396,G0488
G0396,G0496
G0396,G0497
G0398,G0410
G0398,G0439
G0400,G0457
G0400,G0491
G0401,G0478
G0401,G0497
G0402,G0415
G0402,G0466
G0404,G0405
G0404,G0406
G0404,G0433
G0404,G0489
G0406,G0489
G0408,G0447
G0410,G0468
G0411,G0481
G0412,G0461
G0412,G0491
G0413,G0496
G0415,G0463
G0415,G0466
G0416,G0461
G0416,G0468
G0416,G0469
G0416,G0485
G0419,G0499
G0420,G0488
G0420,G0491
G0423,G0468
G0425,G0457
G0425,G0485
G0426,G0465
G0426,G0488
G0427,G0463
G0428,G0437
G0428,G0489
G0429,G0441
G0434,G0496
G0435,G0470
G0435,G0486
G0437,G0457
G0438,G0443
G0439,G0451
G0440,G0495
G0441,G0448
G0442,G0482
G0443,G0466
G0443,G0483
G0443,G0498
G0447,G0493
G0448,G0460
G0449,G0498
G0450,G0497
G0452,G0471
G0453,G0459
G0453,G0483
G0462,G0492
G0471,G0500
G0474,G0476
G0477,G0479
G0481,G0488
